monthyear,business_level,category,brand,Sales Amount,Spend on meta Amount,Spend on tv Amount,Spend on ucontent Amount,Spend on youtube Amount
2018-02-01,Business Unit 1,Category 5,Brand 15,83718922102.58925,455896111.3519994,869307588.1716025,0.0,0.0
2018-03-01,Business Unit 1,Category 5,Brand 15,91749838001.6044,393064320.77677,703188674.4726399,0.0,0.0
2018-04-01,Business Unit 1,Category 5,Brand 15,91437186377.32707,471709738.5,0.0,0.0,0.0
2018-05-01,Business Unit 1,Category 5,Brand 15,95676140917.72751,471709738.5,1463053197.054756,0.0,0.0
2018-06-01,Business Unit 1,Category 5,Brand 15,86793765897.1572,471709738.5,1655435140.763713,0.0,0.0
2018-07-01,Business Unit 1,Category 5,Brand 15,91975930097.18631,471709738.5,1331080397.484036,0.0,0.0
2018-08-01,Business Unit 1,Category 5,Brand 15,91103479402.17986,471709738.5,1324633538.724312,0.0,0.0
2018-09-01,Business Unit 1,Category 5,Brand 15,86932401002.88678,471238500.0,0.0,0.0,0.0
2018-10-01,Business Unit 1,Category 5,Brand 15,93239460511.21988,0.0,470641027.7909973,0.0,0.0
2018-11-01,Business Unit 1,Category 5,Brand 15,84658627098.66162,234289406.9478132,0.0,0.0,0.0
2019-01-01,Business Unit 1,Category 5,Brand 15,86531136340.18575,942477000.0,0.0,0.0,942477000.0
2019-02-01,Business Unit 1,Category 5,Brand 15,73793765390.21576,970725450.2223227,0.0,0.0,628318000.0
2019-03-01,Business Unit 1,Category 5,Brand 15,89444132235.204,814073496.791737,0.0,0.0,769689550.0
2019-04-01,Business Unit 1,Category 5,Brand 15,83981441201.2563,816285062.2476512,0.0,0.0,769689550.0
2019-05-01,Business Unit 1,Category 5,Brand 15,83019513178.7181,795794328.8892318,0.0,0.0,769689550.0
2019-06-01,Business Unit 1,Category 5,Brand 15,81360403497.09668,718348510.2140797,0.0,0.0,769689550.0
2019-07-01,Business Unit 1,Category 5,Brand 15,86679949075.9677,299376000.4613667,0.0,0.0,1387326144.0
2019-08-01,Business Unit 1,Category 5,Brand 15,81776376019.17868,284236011.144967,0.0,0.0,1387326144.0
2019-09-01,Business Unit 1,Category 5,Brand 15,80835156340.04532,206719492.6653195,0.0,0.0,1387326144.0
2019-10-01,Business Unit 1,Category 5,Brand 15,82806468612.20215,195748375.8095726,0.0,0.0,1387326144.0
2019-11-01,Business Unit 1,Category 5,Brand 15,76655889933.0539,208657028.5476414,0.0,0.0,1198830744.0
2019-12-01,Business Unit 1,Category 5,Brand 15,84066042460.6659,305393814.8521396,0.0,0.0,1104583044.0
2020-01-01,Business Unit 1,Category 5,Brand 15,79656566882.40645,0.0,3417998372.28684,0.0,915139337.7703301
2020-02-01,Business Unit 1,Category 5,Brand 15,80052929024.7975,0.0,3596129685.923589,0.0,915139337.7703301
2020-08-01,Business Unit 1,Category 5,Brand 15,55496930866.96371,0.0,0.0,0.0,772469658.3046696
2020-10-01,Business Unit 1,Category 5,Brand 15,54795527504.681046,0.0,0.0,0.0,3141590000.0
2020-11-01,Business Unit 1,Category 5,Brand 15,58079094979.427505,0.0,0.0,0.0,3141590000.0
2020-12-01,Business Unit 1,Category 5,Brand 15,61941536618.49875,0.0,0.0,0.0,1256636000.0
2021-02-01,Business Unit 1,Category 5,Brand 15,60996616884.61902,0.0,0.0,0.0,1315448186.252999
2021-03-01,Business Unit 1,Category 5,Brand 15,67924954391.35474,0.0,0.0,0.0,1315448186.252999
2021-05-01,Business Unit 1,Category 5,Brand 15,62363124333.72382,568089758.15501,0.0,0.0,0.0
2021-06-01,Business Unit 1,Category 5,Brand 15,62867951469.934204,675441850.0,0.0,0.0,0.0
2018-01-01,Business Unit 1,Category 5,Brand 17,30696480929.11036,816813400.0,1396077426.50415,0.0,0.0
2018-02-01,Business Unit 1,Category 5,Brand 17,27906307367.52975,628318000.0,1448845980.286004,0.0,0.0
2018-03-01,Business Unit 1,Category 5,Brand 17,33287288787.167446,1785993915.0,1182906746.8557,0.0,0.0
2018-04-01,Business Unit 1,Category 5,Brand 17,32271948133.17426,698605905.19286,0.0,0.0,0.0
2018-05-01,Business Unit 1,Category 5,Brand 17,32677081974.9777,1032277439.414234,1219210997.54563,0.0,0.0
2018-06-01,Business Unit 1,Category 5,Brand 17,29482326828.558163,902847878.490951,1250682113.609825,0.0,0.0
2018-07-01,Business Unit 1,Category 5,Brand 17,34022444361.968597,1212440861.103245,0.0,0.0,0.0
2018-08-01,Business Unit 1,Category 5,Brand 17,33128537964.429035,1407547445.170069,0.0,0.0,0.0
2018-09-01,Business Unit 1,Category 5,Brand 17,33391253365.34723,1005308800.0,0.0,0.0,0.0
2018-10-01,Business Unit 1,Category 5,Brand 17,31566964687.184162,1178096025.376315,0.0,0.0,0.0
2018-11-01,Business Unit 1,Category 5,Brand 17,29337148004.4867,1383571087.866729,0.0,0.0,0.0
2018-12-01,Business Unit 1,Category 5,Brand 17,26941007014.6308,62831800.0,0.0,0.0,0.0
2019-01-01,Business Unit 1,Category 5,Brand 17,26790778866.89025,942477000.0,0.0,0.0,0.0
2019-02-01,Business Unit 1,Category 5,Brand 17,22217477751.89291,1316343396.519809,0.0,0.0,0.0
2019-03-01,Business Unit 1,Category 5,Brand 17,27727680992.91324,1420148849.317254,0.0,0.0,0.0
2019-04-01,Business Unit 1,Category 5,Brand 17,22100379263.4885,2189595165.318296,0.0,0.0,0.0
2019-05-01,Business Unit 1,Category 5,Brand 17,23027310224.75392,1814750688.778721,0.0,0.0,0.0
2019-06-01,Business Unit 1,Category 5,Brand 17,21474307242.72812,1754421940.538531,0.0,0.0,0.0
2019-07-01,Business Unit 1,Category 5,Brand 17,24398800480.64276,404326851.8027204,0.0,0.0,0.0
2019-08-01,Business Unit 1,Category 5,Brand 17,23144257363.9185,372326181.383442,0.0,0.0,0.0
2019-09-01,Business Unit 1,Category 5,Brand 17,23185277399.85796,407690078.5678321,0.0,0.0,0.0
2019-10-01,Business Unit 1,Category 5,Brand 17,22256284053.87252,337377104.2365584,0.0,0.0,0.0
2019-11-01,Business Unit 1,Category 5,Brand 17,20024395737.61408,364661505.3807787,4397413139.348537,0.0,0.0
2019-12-01,Business Unit 1,Category 5,Brand 17,21505266675.984303,511033648.9966028,4485064736.250044,0.0,0.0
2020-01-01,Business Unit 1,Category 5,Brand 17,20628194610.98175,0.0,0.0,130899583.3333334,0.0
2020-02-01,Business Unit 1,Category 5,Brand 17,20788938932.79625,0.0,0.0,130899583.3333333,0.0
2020-03-01,Business Unit 1,Category 5,Brand 17,22659226256.51857,0.0,0.0,130899583.3333333,0.0
2020-04-01,Business Unit 1,Category 5,Brand 17,19252578451.53888,0.0,3018097422.07272,130899583.3333333,0.0
2020-05-01,Business Unit 1,Category 5,Brand 17,15121577391.27396,0.0,0.0,130899583.3333333,0.0
2020-06-01,Business Unit 1,Category 5,Brand 17,14766567982.34496,0.0,1446891719.418533,130899583.3333333,0.0
2020-07-01,Business Unit 1,Category 5,Brand 17,17669000899.88144,0.0,2574806010.659388,130899583.3333333,623255403.11316
2020-08-01,Business Unit 1,Category 5,Brand 17,20066686867.150723,480926378.1625,0.0,130899583.3333333,0.0
2020-09-01,Business Unit 1,Category 5,Brand 17,15540435793.63793,0.0,1180330972.675704,130899583.3333333,0.0
2020-10-01,Business Unit 1,Category 5,Brand 17,19569831251.6718,1162388300.0,2815650496.955649,130899583.3333333,1256636000.0
2020-11-01,Business Unit 1,Category 5,Brand 17,15750263045.26848,1762583093.41231,2726396146.502991,130899583.3333333,1335175750.0
2020-12-01,Business Unit 1,Category 5,Brand 17,17410594076.551,0.0,0.0,130899583.3333333,0.0
2021-01-01,Business Unit 1,Category 5,Brand 17,19161232977.51359,0.0,0.0,162250293.24644,0.0
2021-02-01,Business Unit 1,Category 5,Brand 17,16943504690.171951,934623025.0,3704013778.068,162250299.52962,0.0
2021-03-01,Business Unit 1,Category 5,Brand 17,18737918452.787518,934623025.0,3084734760.816,162250299.52962,0.0
2021-04-01,Business Unit 1,Category 5,Brand 17,20591207365.010307,282743100.0,0.0,162250299.52962,0.0
2021-05-01,Business Unit 1,Category 5,Brand 17,20197148221.71738,47123850.0,0.0,153927549.03618,0.0
2021-06-01,Business Unit 1,Category 5,Brand 17,19908184632.14583,109955650.0,0.0,170573050.02306,0.0
2021-07-01,Business Unit 1,Category 5,Brand 17,18931835329.20801,109955650.0,0.0,162250299.52962,0.0
2021-08-01,Business Unit 1,Category 5,Brand 17,20296554934.00132,109955650.0,0.0,162250299.52962,0.0
2021-09-01,Business Unit 1,Category 5,Brand 17,18207629646.97144,204203350.0,0.0,162250299.52962,0.0
2021-10-01,Business Unit 1,Category 5,Brand 17,20664266853.15774,215929334.675,0.0,153927549.03618,0.0
2021-11-01,Business Unit 1,Category 5,Brand 17,19531313781.193623,189685559.9556,0.0,153927549.03618,0.0
2021-12-01,Business Unit 1,Category 5,Brand 17,20279845093.25124,218275317.0075,0.0,178895800.5165,0.0
2022-01-01,Business Unit 1,Category 5,Brand 17,23671336212.453,117406244.844,0.0,153927549.03618,0.0
2022-02-01,Business Unit 1,Category 5,Brand 17,18275607478.2055,1146680350.0,0.0,153927549.03618,0.0
2022-03-01,Business Unit 1,Category 5,Brand 17,23273718549.32639,1115264450.0,0.0,153927549.03618,0.0
2022-04-01,Business Unit 1,Category 5,Brand 17,17872601956.813,973892900.0,0.0,153927549.03618,0.0
2022-05-01,Business Unit 1,Category 5,Brand 17,20992971301.760498,1916369900.0,0.0,153927549.03618,0.0
2022-06-01,Business Unit 1,Category 5,Brand 17,20742381747.0925,4694605837.41208,0.0,153927549.03618,0.0
2022-07-01,Business Unit 1,Category 5,Brand 17,21111500822.109,1837830150.0,0.0,153927549.03618,0.0
2022-08-01,Business Unit 1,Category 5,Brand 17,16934819937.404402,1921639599.92441,0.0,153927549.03618,0.0
2022-09-01,Business Unit 1,Category 5,Brand 17,16762092931.595999,1469444202.70908,0.0,195598594.9649113,0.0
2022-10-01,Business Unit 1,Category 5,Brand 17,16272205953.356,1577078180.0,0.0,195598594.9649113,0.0
2022-11-01,Business Unit 1,Category 5,Brand 17,16577276961.804,1673110303.12,0.0,153927549.03618,0.0
2022-12-01,Business Unit 1,Category 5,Brand 17,16297206726.576,1809073923.23559,0.0,153927549.03618,0.0
2023-08-01,Business Unit 1,Category 5,Brand 17,20235001610.335,3000105271.07866,0.0,0.0,0.0
2023-09-01,Business Unit 1,Category 5,Brand 17,19981420319.510002,1649334750.0,0.0,0.0,0.0
2023-10-01,Business Unit 1,Category 5,Brand 17,20921633803.915,2890375978.92134,0.0,0.0,0.0
2023-11-01,Business Unit 1,Category 5,Brand 17,16260702028.82856,1884954000.0,0.0,0.0,0.0
2023-12-01,Business Unit 1,Category 5,Brand 17,12134042658.51,1021016750.0,0.0,0.0,0.0
2024-01-01,Business Unit 1,Category 5,Brand 17,14612546031.06608,942477000.0,0.0,0.0,0.0
2024-02-01,Business Unit 1,Category 5,Brand 17,12637905884.25188,5596822338.189137,0.0,0.0,235619250.0
2024-03-01,Business Unit 1,Category 5,Brand 17,14041808859.65605,5256979626.5,0.0,0.0,0.0
2024-04-01,Business Unit 1,Category 5,Brand 17,15793097341.90707,4702960230.0,0.0,0.0,0.0
2024-05-01,Business Unit 1,Category 5,Brand 17,17649858637.93352,5488357730.0,0.0,0.0,0.0
2024-06-01,Business Unit 1,Category 5,Brand 17,15702614258.86795,5805266834.689137,0.0,0.0,0.0
2024-07-01,Business Unit 1,Category 5,Brand 17,15211459167.51008,7024303811.70178,0.0,0.0,0.0
2024-08-01,Business Unit 1,Category 5,Brand 17,17307652263.51297,4545880730.0,0.0,0.0,0.0
2024-09-01,Business Unit 1,Category 5,Brand 17,16414151157.69,3917562730.0,0.0,0.0,0.0
2024-10-01,Business Unit 1,Category 5,Brand 17,17162707231.76,2975085730.0,0.0,0.0,0.0
2024-11-01,Business Unit 1,Category 5,Brand 17,20460836378.28,2975085730.0,0.0,0.0,0.0
2024-12-01,Business Unit 1,Category 5,Brand 17,17919246086.02,7127876224.689137,0.0,0.0,0.0
2025-01-01,Business Unit 1,Category 5,Brand 17,24590981078.81,942477000.0,0.0,0.0,0.0
2025-02-01,Business Unit 1,Category 5,Brand 17,16268978283.79,4261646588.189137,0.0,0.0,235619250.0
2025-03-01,Business Unit 1,Category 5,Brand 17,18086826504.317703,3289244730.0,0.0,0.0,0.0
2025-04-01,Business Unit 1,Category 5,Brand 17,20930982579.22184,4130719611.5,0.0,0.0,0.0
2025-05-01,Business Unit 1,Category 5,Brand 17,24966118340.71,3446324230.0,0.0,0.0,0.0
2023-02-01,Business Unit 1,Category 5,Brand 18,3568054873.479,5821366270.0,0.0,0.0,942477000.0
2023-03-01,Business Unit 1,Category 5,Brand 18,11458102866.495,2868271670.0,5586841864.115,0.0,1774998350.0
2023-04-01,Business Unit 1,Category 5,Brand 18,15126303461.039999,3077965177.86107,3330226850.08975,0.0,1617918850.0
2023-05-01,Business Unit 1,Category 5,Brand 18,12742293752.385,3710435775.50533,3120930354.38175,0.0,1774998350.0
2023-06-01,Business Unit 1,Category 5,Brand 18,16090361927.704,2811723050.0,3132087200.758375,0.0,1256636000.0
2023-07-01,Business Unit 1,Category 5,Brand 18,21358454614.670002,1916369900.0,2238023335.73245,0.0,71471172.5
2023-08-01,Business Unit 1,Category 5,Brand 18,24282001932.402,1665042700.0,2215939451.465796,0.0,1298752155.54
2023-09-01,Business Unit 1,Category 5,Brand 18,23977704383.412003,1507056358.05537,2179515857.005796,0.0,1335175750.0
2023-10-01,Business Unit 1,Category 5,Brand 18,25105960564.698,725205844.3267524,0.0,0.0,0.0
2023-11-01,Business Unit 1,Category 5,Brand 18,77238334636.93564,2053029065.0,0.0,0.0,0.0
2023-12-01,Business Unit 1,Category 5,Brand 18,24268085317.02,1865602212.435905,0.0,0.0,0.0
2024-01-01,Business Unit 1,Category 5,Brand 18,19770355948.74534,1460839350.0,3073694586.808795,0.0,1056481600.30698
2024-02-01,Business Unit 1,Category 5,Brand 18,15594277713.11005,1460839350.0,3059408383.78363,0.0,1367478436.03407
2024-03-01,Business Unit 1,Category 5,Brand 18,19237052508.775772,2329173263.058975,0.0,0.0,0.0
2024-04-01,Business Unit 1,Category 5,Brand 18,27331429140.66658,2340484550.0,5006918301.91619,0.0,1921350259.48541
2024-05-01,Business Unit 1,Category 5,Brand 18,58088509174.9551,3000218450.0,3625210580.61378,0.0,812585818.88562
2024-06-01,Business Unit 1,Category 5,Brand 18,52613808195.74781,2387608400.0,4952478967.43332,0.0,3213874816.03569
2024-07-01,Business Unit 1,Category 5,Brand 18,29289172625.281868,1548803870.0,4514229116.502299,0.0,0.0
2024-10-01,Business Unit 1,Category 5,Brand 18,62481773466.96999,2309068650.0,0.0,0.0,0.0
2024-11-01,Business Unit 1,Category 5,Brand 18,66908540812.12,4164505212.837,0.0,0.0,0.0
2024-12-01,Business Unit 1,Category 5,Brand 18,30594550144.04,5052647942.5485,0.0,0.0,0.0
2025-01-01,Business Unit 1,Category 5,Brand 18,34892857874.08999,3185572260.0,0.0,0.0,628318000.0
2025-02-01,Business Unit 1,Category 5,Brand 18,23235526365.36,1759290400.0,0.0,0.0,628318000.0
2019-06-01,Business Unit 1,Category 5,Brand 19,20264487116.37724,119555777.8418181,0.0,0.0,0.0
2019-07-01,Business Unit 1,Category 5,Brand 19,17335989815.193542,119555777.8418181,0.0,0.0,0.0
2019-08-01,Business Unit 1,Category 5,Brand 19,13886554418.351099,119555777.8418181,0.0,0.0,0.0
2019-09-01,Business Unit 1,Category 5,Brand 19,14099155175.5893,119555777.8418181,0.0,0.0,0.0
2019-10-01,Business Unit 1,Category 5,Brand 19,12437335206.57582,119555777.8418181,0.0,0.0,0.0
2019-11-01,Business Unit 1,Category 5,Brand 19,11263722602.407919,119555777.8418181,0.0,0.0,0.0
2019-12-01,Business Unit 1,Category 5,Brand 19,11404308085.74925,119555777.8418181,0.0,0.0,0.0
2020-01-01,Business Unit 1,Category 5,Brand 19,14281057807.60275,1856679690.0,5126997558.430261,0.0,785397500.0
2020-02-01,Business Unit 1,Category 5,Brand 19,12721589496.18875,1800183430.88053,5394194528.885384,0.0,785397500.0
2020-03-01,Business Unit 1,Category 5,Brand 19,12851501458.92098,1081485201.102689,2495739596.942472,0.0,785397500.0
2020-04-01,Business Unit 1,Category 5,Brand 19,6875920875.5496,0.0,2515081185.0606,0.0,0.0
2018-01-01,Business Unit 1,Category 5,Brand 20,746182681276.7854,6598541964.455681,16952758331.64734,0.0,0.0
2018-02-01,Business Unit 1,Category 5,Brand 20,657180968096.6016,2564452142.712281,15093065947.66198,0.0,314159000.0
2018-03-01,Business Unit 1,Category 5,Brand 20,746306609110.6113,5544429071.090854,11620822754.58743,0.0,5078483223.399472
2018-04-01,Business Unit 1,Category 5,Brand 20,740556283477.0514,5397885958.095806,14674056107.83784,0.0,1335175750.0
2018-05-01,Business Unit 1,Category 5,Brand 20,753927990431.6926,4573429705.562746,13794960252.7912,0.0,3503674648.62295
2018-06-01,Business Unit 1,Category 5,Brand 20,719423881769.7695,5030558977.773254,12241516332.42479,0.0,2159533898.651453
2018-07-01,Business Unit 1,Category 5,Brand 20,780497939727.5339,3642040862.294947,10176024569.19154,0.0,0.0
2018-08-01,Business Unit 1,Category 5,Brand 20,748819194333.9048,3743181093.591243,6593614410.533804,0.0,942477000.0
2018-09-01,Business Unit 1,Category 5,Brand 20,784406598453.2002,1884954000.565486,9760431231.722864,0.0,1256636000.0
2018-10-01,Business Unit 1,Category 5,Brand 20,767837187344.748,8898052397.693314,7580986126.065395,0.0,3750042657.723914
2018-11-01,Business Unit 1,Category 5,Brand 20,709400178889.4451,1722706389.505318,1730127150.147287,0.0,0.0
2018-12-01,Business Unit 1,Category 5,Brand 20,745762600767.6371,1159448304.185238,0.0,0.0,0.0
2019-01-01,Business Unit 1,Category 5,Brand 20,787402546696.9927,3084946835.105586,3724347336.06902,0.0,0.0
2019-02-01,Business Unit 1,Category 5,Brand 20,670227245515.4363,4731754111.111069,7096716763.727306,0.0,0.0
2019-03-01,Business Unit 1,Category 5,Brand 20,753715887635.319,3636961028.774835,6192234847.478696,0.0,0.0
2019-04-01,Business Unit 1,Category 5,Brand 20,761137061834.544,9065048866.543182,10507385722.22566,0.0,549778250.0
2019-05-01,Business Unit 1,Category 5,Brand 20,768081992365.1472,7466319123.386677,5971486512.920502,0.0,0.0
2019-06-01,Business Unit 1,Category 5,Brand 20,777309431180.4402,3633464969.963769,5929796093.405101,0.0,0.0
2019-07-01,Business Unit 1,Category 5,Brand 20,836622027007.303,6046604110.048907,5952797058.607973,0.0,502654400.0
2019-08-01,Business Unit 1,Category 5,Brand 20,764686263303.8673,6915243622.551059,7741132896.880528,0.0,0.0
2019-09-01,Business Unit 1,Category 5,Brand 20,760414435803.4496,6663132619.204253,5885314340.387118,0.0,0.0
2019-10-01,Business Unit 1,Category 5,Brand 20,807772191837.6085,9422856342.988857,6294214885.768757,0.0,1884954000.0
2019-11-01,Business Unit 1,Category 5,Brand 20,783767364417.551,5233856769.277295,7469198989.692715,0.0,1099556500.0
2019-12-01,Business Unit 1,Category 5,Brand 20,783638884177.9127,3156765197.973735,7399069540.958751,0.0,783872772.647442
2020-01-01,Business Unit 1,Category 5,Brand 20,761973773245.6489,2613802880.0,13655940232.46291,152455502.6024133,1570795000.0
2020-02-01,Business Unit 1,Category 5,Brand 20,795254484847.1162,2635794010.0,18717590465.52605,152455502.6024133,0.0
2020-03-01,Business Unit 1,Category 5,Brand 20,844478924813.8337,5541764760.0,16272617157.15012,293827053.63465,1256636000.0
2020-04-01,Business Unit 1,Category 5,Brand 20,934437646987.1904,5008755060.783999,18927687978.04293,311464932.63709,0.0
2020-05-01,Business Unit 1,Category 5,Brand 20,853627868813.2886,2802916859.071,19879758898.11525,311464932.63709,1256636000.0
2020-06-01,Business Unit 1,Category 5,Brand 20,806316139202.6279,3611340171.7375,16148105433.70583,163091933.0165351,0.0
2020-07-01,Business Unit 1,Category 5,Brand 20,784442712365.426,2979923778.599999,21298611808.24859,152455502.6024133,0.0
2020-08-01,Business Unit 1,Category 5,Brand 20,829632085163.7625,3226090917.025,20143366116.79033,141819072.1882914,2534441152.840492
2020-09-01,Business Unit 1,Category 5,Brand 20,840134988109.12,3146647963.04159,18805842898.22883,141819072.1882914,3121657756.373474
2020-10-01,Business Unit 1,Category 5,Brand 20,858137100385.8083,9174625482.9714,21688411987.5398,184364793.8447789,1884954000.0
2020-11-01,Business Unit 1,Category 5,Brand 20,790794457064.5216,4651508404.258039,20277743560.22547,173728363.430657,5260654579.155389
2020-12-01,Business Unit 1,Category 5,Brand 20,791177573132.5002,2466148150.0,12928192415.6058,163091933.0165351,4004018579.155392
2021-01-01,Business Unit 1,Category 5,Brand 20,847389010126.248,3074045818.14159,19436123233.486,248297472.59513,0.0
2021-02-01,Business Unit 1,Category 5,Brand 20,721793299801.325,4189702963.75,20832408563.848,248297463.17036,1563019459.267003
2021-03-01,Business Unit 1,Category 5,Brand 20,866963334128.0796,6918549298.755,18021568771.8765,248297463.17036,5377722719.679828
2021-04-01,Business Unit 1,Category 5,Brand 20,803057087235.4021,4403423760.655,9340057339.809,248297463.17036,6378624128.154663
2021-05-01,Business Unit 1,Category 5,Brand 20,880170459346.4207,1363299499.299202,8953448876.183,220855225.27299,0.0
2021-06-01,Business Unit 1,Category 5,Brand 20,763845610359.7006,1212653740.0,13905900832.2255,275739701.06773,0.0
2021-07-01,Business Unit 1,Category 5,Brand 20,696824395099.6211,4248808838.01,18611295480.3165,248297463.17036,628318000.0
2021-08-01,Business Unit 1,Category 5,Brand 20,778589156484.6406,1804873300.105,12283816076.806,248297463.17036,0.0
2021-09-01,Business Unit 1,Category 5,Brand 20,754216043453.3938,1083848550.0,7545635795.474999,248297463.17036,0.0
2021-10-01,Business Unit 1,Category 5,Brand 20,824758019139.1904,3824777125.800388,13217919482.82,220855225.27299,1067728869.683391
2021-11-01,Business Unit 1,Category 5,Brand 20,777635641288.2643,612610050.0,17850734134.2205,220855225.27299,816813400.0
2021-12-01,Business Unit 1,Category 5,Brand 20,782276246837.8209,3949135709.5,13591663828.11659,303181938.9651,0.0
2022-01-01,Business Unit 1,Category 5,Brand 20,836387212840.006,5016478992.80754,22189575168.95887,293230469.5491659,0.0
2022-02-01,Business Unit 1,Category 5,Brand 20,760265271093.3489,1967672064.7,19790788135.6556,293230469.5491659,0.0
2022-03-01,Business Unit 1,Category 5,Brand 20,833974914684.1959,3617324115.29,13315936925.88652,293230469.5491659,0.0
2022-04-01,Business Unit 1,Category 5,Brand 20,761372843360.2336,7800240616.322,13943371314.42915,293230469.5491659,942477000.0
2022-05-01,Business Unit 1,Category 5,Brand 20,885903388934.293,518362350.0,13979060538.66472,293230469.5491659,1256636000.0
2022-06-01,Business Unit 1,Category 5,Brand 20,883625462426.1404,6405524970.407935,0.0,293230469.5491659,25446879000.0
2022-07-01,Business Unit 1,Category 5,Brand 20,874016134035.3127,2387608400.0,15348383055.0421,293230469.5491659,942477000.0
2022-08-01,Business Unit 1,Category 5,Brand 20,897545456682.4332,7341607568.697165,14302406584.54943,293230469.5491659,0.0
2022-09-01,Business Unit 1,Category 5,Brand 20,821342553648.2041,2843138950.0,14831077253.175,383789851.0234194,942477000.0
2022-10-01,Business Unit 1,Category 5,Brand 20,866494967016.2072,4157941488.85,20267476540.324,383789851.0234194,0.0
2022-11-01,Business Unit 1,Category 5,Brand 20,849585444292.4548,5701013546.74454,18125362036.012,293230469.5491659,1884954000.0
2022-12-01,Business Unit 1,Category 5,Brand 20,888197766598.3922,8881222003.63327,12402975707.19283,293230469.5491659,0.0
2023-01-01,Business Unit 1,Category 5,Brand 20,981076626198.2699,4822890334.0023,15220731362.6424,0.0,0.0
2023-02-01,Business Unit 1,Category 5,Brand 20,802812346532.7751,7262317683.97412,11974087629.7671,0.0,4241146500.0
2023-03-01,Business Unit 1,Category 5,Brand 20,790609097788.1549,5089048267.251369,10655376418.8868,0.0,973892900.0
2023-04-01,Business Unit 1,Category 5,Brand 20,775223052378.3,9915670365.638685,10503156126.09545,0.0,3817031850.0
2023-05-01,Business Unit 1,Category 5,Brand 20,904702856419.335,15600527368.46394,13652011257.1738,0.0,3565704650.0
2023-06-01,Business Unit 1,Category 5,Brand 20,832676229758.6819,8505707476.044145,13704599251.09888,0.0,6236056150.0
2023-07-01,Business Unit 1,Category 5,Brand 20,858609875509.7341,7884991167.22999,13842419023.11734,0.0,2901820709.61
2023-08-01,Business Unit 1,Category 5,Brand 20,882246070210.6061,8470596053.041369,15922895598.38813,0.0,5127012048.2
2023-09-01,Business Unit 1,Category 5,Brand 20,815241949036.0078,8247673673.612085,11696272451.40302,0.0,4851359893.8208
2023-10-01,Business Unit 1,Category 5,Brand 20,891261600046.7788,9644252580.061804,9571739934.065775,0.0,5462236758.070206
2023-11-01,Business Unit 1,Category 5,Brand 20,772383346369.3564,9781266657.662636,13042667070.62022,0.0,2920638111.1443
2023-12-01,Business Unit 1,Category 5,Brand 20,723997878624.4299,7772227445.995633,6609549860.031793,0.0,1629467014.39782
2024-01-01,Business Unit 1,Category 5,Brand 20,735133877236.2208,5058087137.53659,15040467537.91086,0.0,994335621.97034
2024-02-01,Business Unit 1,Category 5,Brand 20,694287831787.5615,11346285227.1252,11157842958.08798,0.0,6243910574.24737
2024-03-01,Business Unit 1,Category 5,Brand 20,746706938465.5663,10470680575.80046,20854586759.82455,0.0,958184950.0
2024-04-01,Business Unit 1,Category 5,Brand 20,757181744243.2759,8999716166.00346,15374183884.42104,0.0,3005716606.34921
2024-05-01,Business Unit 1,Category 5,Brand 20,789911235821.6208,8143542411.650874,13171598836.85212,0.0,2952395225.51738
2024-06-01,Business Unit 1,Category 5,Brand 20,786118013099.3568,11729749902.0309,6749856135.34727,0.0,4968862929.481905
2024-07-01,Business Unit 1,Category 5,Brand 20,756707452605.8713,11372446765.18668,11586523070.34845,0.0,0.0
2024-08-01,Business Unit 1,Category 5,Brand 20,749871760814.7065,10613066557.17467,10958062756.32145,0.0,1193804200.0
2024-09-01,Business Unit 1,Category 5,Brand 20,730839721290.9498,11496789883.94994,17125269429.94633,0.0,0.0
2024-10-01,Business Unit 1,Category 5,Brand 20,733857554636.08,5838283362.629283,10750503332.11818,0.0,0.0
2024-11-01,Business Unit 1,Category 5,Brand 20,709298024014.76,1447225794.38053,8814020968.22579,0.0,466995349.16558
2024-12-01,Business Unit 1,Category 5,Brand 20,694297889949.71,2043255884.291427,5713009689.309999,0.0,0.0
2025-01-01,Business Unit 1,Category 5,Brand 20,758011141563.9598,11736808340.73208,11721344276.39326,0.0,0.0
2025-02-01,Business Unit 1,Category 5,Brand 20,626184335744.47,9500809542.399605,12563402072.49481,0.0,0.0
2025-03-01,Business Unit 1,Category 5,Brand 20,675042437382.8728,15683294871.00538,9240053759.98255,0.0,1741745826.22056
2025-04-01,Business Unit 1,Category 5,Brand 20,750207924028.9489,8622296353.680471,9728667822.50317,0.0,2097270428.449553
2025-05-01,Business Unit 1,Category 5,Brand 20,697793301523.46,8347856862.466088,9966915540.325289,0.0,1836261984.51083
2018-01-01,Business Unit 1,Category 5,Brand 21,253604571414.3323,1884954000.0,5305094220.715769,0.0,0.0
2018-02-01,Business Unit 1,Category 5,Brand 21,231546928698.1522,1961325052.147907,4056768744.800812,0.0,0.0
2018-03-01,Business Unit 1,Category 5,Brand 21,253710680083.7048,2587139948.39736,4402014474.7969,0.0,0.0
2018-04-01,Business Unit 1,Category 5,Brand 21,256477061479.4375,3181248706.45271,4212648367.597809,0.0,0.0
2018-05-01,Business Unit 1,Category 5,Brand 21,267893194569.63702,6525396589.0,2844825660.939805,0.0,1256636000.0
